NUMBER,X_IMAGE,Y_IMAGE,X_WORLD,Y_WORLD,FLUX_APER,FLUXERR_APER,MAG_APER,MAGERR_APER,THRESHOLD,FLUX_RADIUS,FLAGS,NITER_MODEL
231,1458.4202,335.7448,214.04822481,52.463550339,15.99769,0.2912966,-3.0101,0.0198,0.1480887,5.439,0,33
232,3934.218,285.7409,214.22630034,52.351532503,14.31419,0.2882364,-2.8894,0.0219,0.1480887,3.001,0,35
233,1079.3926,274.0111,214.0158394,52.477559993,6.537818,0.2745836,-2.0386,0.0456,0.1480887,1.89,0,32
234,4912.1045,295.2961,214.29851741,52.308525479,8.944832,0.2777945,-2.3789,0.0337,0.1480887,4.701,0,42
235,4231.7305,271.4346,214.24703545,52.337682156,3.903495,0.2698901,-1.4786,0.0751,0.1480887,2.856,0,40
236,3904.0894,279.78,214.22366123,52.352603123,16.66154,0.291679,-3.0543,0.019,0.1480887,1.878,0,29
237,1007.4872,288.4503,214.0115938,52.48139116,6.229189,0.2727545,-1.9861,0.0476,0.1480887,3.874,0,35
238,954.1547,270.9132,214.00639141,52.48296407,2.880012,0.2669951,-1.1485,0.1007,0.1480887,1.834,0,34
239,41.3949,272.7768,213.93923876,52.523425994,2.501578,0.2676211,-0.9955,0.1162,0.1480887,2.598,0,54
240,4791.4453,304.8382,214.29039364,52.314314,43.64088,0.33375,-4.0997,0.0083,0.1480887,2.524,3,27
241,2728.6316,290.22,214.13825546,52.405222057,5.80641,0.2730317,-1.9098,0.0511,0.1480887,2.578,0,52
242,1046.2013,287.2227,214.01435553,52.479622445,6.351218,0.2745096,-2.0071,0.0469,0.1480887,3.53,0,21
243,4104.7329,288.899,214.23901147,52.344103285,7.079727,0.2742628,-2.125,0.0421,0.1480887,3.185,0,33
244,2528.6636,278.5993,214.12273228,52.41356673,3.623578,0.269647,-1.3978,0.0808,0.1480887,2.32,0,49
245,106.8095,301.1185,213.94612497,52.521807416,17.09146,0.2926329,-3.0819,0.0186,0.1480887,3.669,0,40
246,1147.004,284.8173,214.02160289,52.475052336,5.540944,0.272817,-1.859,0.0535,0.1480887,4.151,0,26
247,4659.1221,281.2508,214.27900691,52.319137911,3.037087,0.2672803,-1.2061,0.0956,0.1480887,2.187,0,45
248,841.5335,301.3592,214.00030848,52.489315715,8.932899,0.2787823,-2.3775,0.0339,0.1480887,3.044,0,29
249,3380.3464,305.0716,214.18713277,52.376980549,13.88093,0.2870178,-2.856,0.0225,0.1480887,2.787,0,42
250,4321.8682,296.333,214.25543978,52.334793612,3.219251,0.2676107,-1.2694,0.0903,0.1480887,2.152,0,29
251,1796.3506,290.7284,214.06980841,52.446562724,2.889836,0.2678003,-1.1522,0.1006,0.1480887,2.508,0,49
252,476.3781,303.94,213.97358572,52.505588422,12.49093,0.2851517,-2.7415,0.0248,0.1480887,2.861,0,41
253,2512.6729,296.7396,214.12287672,52.415089018,4.233221,0.2694422,-1.5667,0.0691,0.1480887,2.128,0,29
254,786.6841,294.2417,213.99575029,52.491423286,3.094697,0.2679093,-1.2265,0.094,0.1480887,1.715,0,34
255,2212.0527,307.1463,214.10155445,52.428880451,4.727402,0.2718835,-1.6866,0.0625,0.1480887,3.822,0,33
256,1979.5314,296.9778,214.08372896,52.438727813,2.684545,0.2679525,-1.0722,0.1084,0.1480887,2.284,0,17
257,1751.5867,305.7217,214.06760664,52.449218434,7.195493,0.2757429,-2.1427,0.0416,0.1480887,1.823,0,31
258,3853.6423,319.0951,214.22282516,52.356603059,7.507885,0.275274,-2.1888,0.0398,0.1480887,4.948,0,39
259,137.7016,309.4855,213.94901215,52.520817387,6.97199,0.2740722,-2.1084,0.0427,0.1480887,1.845,0,49
260,4851.3516,305.0591,214.2947877,52.311661942,3.084405,0.2686754,-1.2229,0.0946,0.1480887,1.763,0,26
261,3274.0105,308.7063,214.17960239,52.381861329,2.795586,0.2673672,-1.1162,0.1039,0.1480887,2.023,0,48
262,4619.4019,316.189,214.2786426,52.322465815,2.664498,0.2676542,-1.064,0.1091,0.1480887,2.907,0,54
263,2672.9414,317.3702,214.13614155,52.408908505,3.174633,0.2688382,-1.2542,0.092,0.1480887,2.103,0,59
264,2028.4487,320.7727,214.08905374,52.43762786,6.236427,0.2743067,-1.9873,0.0478,0.1480887,1.923,0,21
265,4058.7095,327.3868,214.23844059,52.347869861,5.980745,0.2735978,-1.9419,0.0497,0.1480887,2.314,0,41
266,2041.6143,322.0601,214.09011488,52.437102246,4.500176,0.2714778,-1.6331,0.0655,0.1480887,2.639,0,51
267,638.7391,330.2495,213.98746568,52.499587212,14.02541,0.287506,-2.8673,0.0223,0.1480887,3.286,0,28
268,3861.0667,327.6579,214.22399122,52.356656889,4.818334,0.2712707,-1.7072,0.0611,0.1480887,5.114,0,48
269,1335.9404,344.8789,214.03987589,52.469383987,11.01421,0.2808852,-2.6049,0.0277,0.1480887,3.777,0,49
270,17.6079,331.7956,213.94177297,52.527130776,4.134674,0.2700455,-1.5411,0.0709,0.1480887,2.977,0,48
271,1201.5289,360.8474,214.03114321,52.476052136,81.22257,0.3843252,-4.7742,0.0051,0.1480887,3.234,0,47
272,655.8494,333.1767,213.98893944,52.498961623,5.732622,0.2734144,-1.8959,0.0518,0.1480887,2.771,0,43
273,3875.5635,361.3542,214.22750218,52.357522107,17.18093,0.2932602,-3.0876,0.0185,0.1480887,4.882,0,51
274,2356.6108,332.4848,214.11401477,52.423609837,3.11976,0.2684779,-1.2353,0.0935,0.1480887,2.468,0,15
275,1273.3539,330.3482,214.03421332,52.471502846,3.365352,0.2691821,-1.3176,0.0869,0.1480887,2.367,0,51
276,421.0655,327.8051,213.97124226,52.509107606,3.272264,0.269275,-1.2871,0.0894,0.1480887,2.214,0,60
277,3856.9609,344.0511,214.22488223,52.357573202,11.11062,0.2827941,-2.6143,0.0276,0.1480887,3.132,0,34
278,4813.8218,330.982,214.29392937,52.314489257,3.220541,0.2686599,-1.2698,0.0906,0.1480887,1.691,0,70
279,1293.6069,351.8783,214.03726899,52.471572657,41.08311,0.3300118,-4.0342,0.0087,0.1480887,2.433,0,30
280,3385.4038,331.7878,214.18944539,52.37795302,2.425647,0.267221,-0.9621,0.1196,0.1480887,1.47,0,44
281,3238.1409,378.7198,214.18206213,52.38658962,485.0998,0.7340276,-6.7146,0.0016,0.1480887,1.955,0,30
282,4322.7183,337.9295,214.25852559,52.336617589,6.624794,0.2737136,-2.0529,0.0449,0.1480887,1.964,0,48
283,2797.4175,362.8888,214.14858547,52.405429375,6.283766,0.2738784,-1.9956,0.0473,0.1480887,4.945,0,27
284,4637.5166,362.3506,214.28332257,52.323726383,16.79447,0.2909367,-3.0629,0.0188,0.1480887,3.137,0,56
285,4632.7764,346.8874,214.28185193,52.323245143,3.057198,0.2678414,-1.2133,0.0951,0.1480887,2.638,0,51
286,4747.7876,408.8726,214.29476558,52.32090794,859.1279,0.9499869,-7.3351,0.0012,0.1480887,1.962,0,50
287,557.6817,375.1394,213.98475433,52.505190272,4.896018,0.2701136,-1.7246,0.0599,0.1480887,4.271,2,27
288,617.8993,371.4968,213.98892795,52.502362233,16.17803,0.289665,-3.0223,0.0194,0.1480887,3.634,0,31
289,381.4874,371.5463,213.97150342,52.512823812,20.32978,0.2962988,-3.2703,0.0158,0.1480887,3.622,0,30
290,1654.213,350.9966,214.06373655,52.455563335,2.43649,0.2672406,-0.9669,0.1191,0.1480887,2.172,0,42
291,1808.3953,364.5239,214.07605798,52.449340375,8.236982,0.2775689,-2.2894,0.0366,0.1480887,2.999,0,39
292,4080.1785,414.5728,214.2463501,52.350819521,994.1044,1.0165,-7.4936,0.0011,0.1480887,2.018,0,65
293,4230.2686,369.5744,214.25406223,52.342139923,6.593665,0.2749376,-2.0478,0.0453,0.1480887,4.45,0,22
294,211.6924,356.8813,213.95791517,52.519675255,2.823168,0.2671547,-1.1268,0.1028,0.1480887,2.462,0,41
295,1200.0952,390.4067,214.03318642,52.477442694,41.17131,0.3295031,-4.0365,0.0087,0.1480887,3.423,0,46
296,3167.0386,388.488,214.17755904,52.390181806,16.59442,0.2915673,-3.0499,0.0191,0.1480887,5.92,0,26
297,2515.4392,361.6861,214.12780069,52.417878454,4.283465,0.2700529,-1.5795,0.0685,0.1480887,2.235,0,28
298,913.3513,359.1088,214.00979636,52.488730885,2.939794,0.2668408,-1.1708,0.0986,0.1480887,3.128,0,38
299,2998.4944,367.5479,214.16367612,52.396720158,3.968139,0.2681807,-1.4965,0.0734,0.1480887,3.157,0,27
300,2414.2944,391.4945,214.1225407,52.423698981,194.8165,0.5074246,-5.7241,0.0028,0.1480887,1.924,0,32
301,450.5678,401.5008,213.97877431,52.511113632,232.5899,0.5424604,-5.9165,0.0025,0.1480887,1.995,0,42
302,4587.8037,381.5376,214.28108281,52.32679354,9.48828,0.2802482,-2.443,0.0321,0.1480887,5.601,0,38
303,278.3818,363.7421,213.96333268,52.517033908,2.910052,0.2686218,-1.1598,0.1002,0.1480887,2.668,0,34
304,1248.9883,364.985,214.03493755,52.474136631,3.08743,0.2684195,-1.224,0.0944,0.1480887,1.834,0,59
305,659.3928,368.826,213.99179183,52.500406239,2.483483,0.2670633,-0.9877,0.1168,0.1480887,1.723,0,42
306,4130.6421,377.0368,214.2473145,52.346898319,4.402544,0.2710446,-1.6093,0.0669,0.1480887,2.689,0,34
307,3981.5654,404.4908,214.23839885,52.354747064,228.6148,0.5390245,-5.8978,0.0026,0.1480887,1.922,0,43
308,3447.3613,395.8069,214.19864003,52.378071455,4.800172,0.2717552,-1.7031,0.0615,0.1480887,3.831,0,38
309,4007.887,385.2466,214.23892661,52.352716793,9.067332,0.2780083,-2.3937,0.0333,0.1480887,1.95,0,41
310,661.8859,380.3703,213.99281473,52.500814489,5.364636,0.2722457,-1.8239,0.0551,0.1480887,1.748,0,23
311,2827.2822,379.1457,214.15195866,52.404833626,2.594973,0.2659496,-1.0353,0.1113,0.1480887,1.823,0,25
312,4478.8989,387.28,214.27353674,52.331888699,3.703144,0.2684863,-1.4214,0.0787,0.1480887,3.895,0,43
313,2602.4009,381.8042,214.13564745,52.414924882,3.226419,0.2678858,-1.2718,0.0902,0.1480887,3.271,2,61
314,54.6317,385.3022,213.94839412,52.52789863,3.363393,0.2678718,-1.3169,0.0865,0.1480887,3.713,0,81
315,595.2122,392.4486,213.98877887,52.504307277,4.824418,0.2717985,-1.7086,0.0612,0.1480887,2.967,0,58
316,3150.2239,399.455,214.17712337,52.391419172,6.837933,0.2751133,-2.0873,0.0437,0.1480887,3.005,0,47
317,1898.5498,393.8532,214.08481814,52.446662008,3.313686,0.2693496,-1.3008,0.0883,0.1480887,2.195,0,36
318,4670.0952,394.9502,214.28807423,52.323737352,3.572312,0.2677261,-1.3824,0.0814,0.1480887,1.851,0,53
319,3787.3535,413.9845,214.22486898,52.363794742,26.09656,0.3071965,-3.5415,0.0128,0.1480887,3.898,0,23
320,2630.3247,410.8936,214.139812,52.414990829,4.519434,0.2704764,-1.6377,0.065,0.1480887,4.398,0,47
321,559.7413,396.9463,213.98649134,52.506078791,4.176835,0.2706403,-1.5521,0.0704,0.1480887,2.974,0,21
322,2335.6145,392.7957,214.11685687,52.427245118,2.499939,0.2673558,-0.9948,0.1161,0.1480887,2.97,0,34
323,2644.4922,406.4061,214.14052571,52.414161449,32.09109,0.3162981,-3.766,0.0107,0.1480887,1.809,0,33
324,3826.616,401.4938,214.22683611,52.361492412,4.758557,0.2709049,-1.6937,0.0618,0.1480887,4.181,0,37
325,685.8713,401.4756,213.99611653,52.500701123,11.74327,0.2826384,-2.6745,0.0261,0.1480887,1.976,0,45
326,4015.4504,393.9382,214.24011214,52.352770061,3.159736,0.2685501,-1.2491,0.0923,0.1480887,2.273,0,52
327,2349.1616,404.8486,214.11872808,52.4271851,4.95506,0.2720315,-1.7376,0.0596,0.1480887,2.508,0,38
328,396.0025,398.9839,213.97456822,52.513414512,2.478355,0.2673166,-0.9854,0.1171,0.1480887,2.021,0,37
329,2233.6704,412.5692,214.11080603,52.432650558,30.07226,0.3134109,-3.6954,0.0113,0.1480887,1.852,0,36
330,4814.1914,410.8407,214.29976195,52.318045104,4.598854,0.2713956,-1.6566,0.0641,0.1480887,2.857,0,41
331,1018.3116,403.6396,214.02076381,52.486084615,3.185432,0.2678116,-1.2579,0.0913,0.1480887,3.113,0,81
332,729.1791,403.597,213.99946205,52.49887991,3.733206,0.2698441,-1.4302,0.0785,0.1480887,2.777,0,30
333,2572.0396,412.9659,214.13568402,52.417668099,16.40025,0.2917256,-3.0371,0.0193,0.1480887,2.038,0,46
334,3834.0757,410.7885,214.22805811,52.361577412,4.172658,0.2703734,-1.551,0.0704,0.1480887,4.415,0,44
335,2598.448,406.5902,214.13715919,52.416211337,3.932827,0.2702027,-1.4868,0.0746,0.1480887,1.797,0,44
336,2760.498,419.7953,214.15001322,52.409617397,7.635702,0.2757538,-2.2071,0.0392,0.1480887,2.98,0,50
337,1215.6483,411.8067,214.03588706,52.47771479,6.117675,0.2740966,-1.9665,0.0487,0.1480887,2.482,0,44
338,1934.4482,418.942,214.08928096,52.44619692,12.64789,0.2854186,-2.755,0.0245,0.1480887,1.882,0,36
339,3823.229,411.2902,214.2273003,52.362081419,3.711267,0.2690232,-1.4238,0.0787,0.1480887,3.828,0,30
340,4055.4619,421.6891,214.24505842,52.352235656,11.02615,0.2811555,-2.6061,0.0277,0.1480887,2.861,0,22
341,2174.3589,428.1484,214.1075812,52.435978076,4.996572,0.2721055,-1.7467,0.0591,0.1480887,4.361,0,43
342,3387.0349,423.3141,214.19621864,52.381980702,4.785365,0.2712117,-1.6998,0.0615,0.1480887,4.228,0,27
343,4605.3467,428.0326,214.28574578,52.328094318,3.593666,0.2695931,-1.3888,0.0815,0.1480887,2.509,0,34
344,2379.208,425.3394,214.12242451,52.426771988,8.775464,0.2790118,-2.3582,0.0345,0.1480887,2.349,0,33
345,1794.8306,432.5153,214.08000342,52.452991914,19.49712,0.2963568,-3.2249,0.0165,0.1480887,1.885,0,40
346,3539.5605,421.7104,214.20727936,52.375139849,2.66559,0.2668684,-1.0645,0.1087,0.1480887,1.992,0,45
347,1488.9918,429.1398,214.05726342,52.466388232,6.294717,0.2746654,-1.9974,0.0474,0.1480887,2.146,0,88
348,130.4575,431.4392,213.95734246,52.526618818,4.074832,0.2704574,-1.5253,0.0721,0.1480887,2.845,0,28
349,1656.2196,442.652,214.07054719,52.459587378,7.811006,0.2773301,-2.2318,0.0386,0.1480887,2.697,0,32
350,4972.9194,432.3422,214.3129236,52.311952301,3.45325,0.2675103,-1.3456,0.0841,0.1480887,3.086,0,41
351,2571.6475,431.3125,214.13698909,52.418507978,2.616939,0.2662534,-1.0445,0.1105,0.1480887,1.923,0,72
352,4471.3823,432.2059,214.27625329,52.334232874,2.430751,0.2672302,-0.9644,0.1194,0.1480887,2.591,0,37
353,893.1386,443.1727,214.01441861,52.493400648,12.86736,0.2857913,-2.7737,0.0241,0.1480887,1.95,0,28
354,2645.2014,454.0028,214.14403823,52.416263648,54.34558,0.3483567,-4.3379,0.007,0.1480887,1.93,0,36
355,707.6859,482.4328,214.00360976,52.503371945,58.93784,0.3550886,-4.426,0.0065,0.1480887,3.525,0,25
356,1327.7926,492.743,214.05002589,52.476382039,757.6586,0.8967621,-7.1987,0.0013,0.1480887,1.976,0,20
357,2129.6272,440.9561,214.1052257,52.438535036,6.252443,0.274335,-1.9901,0.0476,0.1480887,1.845,0,48
358,3292.1499,436.1684,214.19019815,52.386766987,3.231363,0.2686795,-1.2735,0.0903,0.1480887,2.485,0,114
359,3465.4236,443.7641,214.20345032,52.379417948,3.064284,0.2681161,-1.2158,0.095,0.1480887,2.135,0,66
360,1274.371,438.8071,214.04217252,52.476326706,2.588786,0.2672545,-1.0327,0.1121,0.1480887,2.598,0,30
361,3735.5493,453.4679,214.22394565,52.367862457,5.846649,0.27336,-1.9173,0.0508,0.1480887,4.23,0,37
362,3817.1543,444.6378,214.22927999,52.363844243,2.935705,0.2684068,-1.1693,0.0993,0.1480887,2.477,0,33
363,1974.5067,456.1232,214.09492864,52.446089758,3.562554,0.268755,-1.3794,0.0819,0.1480887,3.289,0,54
364,2800.958,458.3013,214.15578185,52.409548902,8.558675,0.2771194,-2.331,0.0352,0.1480887,3.191,0,31
365,822.0009,451.903,214.00981285,52.496941395,5.430861,0.2718479,-1.8372,0.0544,0.1480887,2.953,0,26
366,2691.7673,452.8297,214.14737082,52.414146101,3.545859,0.2695071,-1.3743,0.0825,0.1480887,2.046,0,34
367,2768.1855,484.2954,214.155267,52.412167435,28.98997,0.3112809,-3.6556,0.0117,0.1480887,3.204,0,40
368,3536.3323,463.9689,214.21011531,52.377175758,13.34157,0.28635,-2.813,0.0233,0.1480887,2.31,0,28
369,4868.8159,475.2066,214.30843374,52.318496424,69.29204,0.3691513,-4.6017,0.0058,0.1480887,1.919,0,28
370,349.8411,475.3235,213.97671423,52.518886598,12.44503,0.2843342,-2.7375,0.0248,0.1480887,3.234,0,51
371,3990.9346,473.2782,214.24408604,52.357410425,50.20287,0.34213,-4.2518,0.0074,0.1480887,1.896,0,53
372,1390.1301,474.0265,214.0532526,52.472781269,6.792871,0.2752889,-2.0801,0.044,0.1480887,3.219,0,60
373,1724.6006,493.4618,214.07927041,52.458837822,13.54072,0.2869318,-2.8291,0.023,0.1480887,3.895,0,37
374,2084.9487,472.5258,214.10423798,52.44193109,5.604853,0.2726734,-1.8714,0.0528,0.1480887,1.842,0,70
375,1163.5226,472.6396,214.03647241,52.482753725,6.100721,0.2732974,-1.9635,0.0487,0.1480887,2.252,0,27
376,3470.2185,475.6328,214.20611886,52.380632515,3.270079,0.2684881,-1.2864,0.0892,0.1480887,2.46,0,46
377,1118.1091,485.0579,214.03403177,52.485321968,18.02178,0.2927361,-3.1395,0.0176,0.1480887,1.876,0,49
378,4882.3364,539.7546,214.31411552,52.320782304,19.78165,0.2970585,-3.2407,0.0163,0.1480887,5.549,0,29
379,3806.6523,490.4575,214.23184253,52.366362011,7.289232,0.276416,-2.1567,0.0412,0.1480887,3.634,0,25
380,473.1012,495.1666,213.98724527,52.514324655,11.89687,0.2829019,-2.6886,0.0258,0.1480887,2.943,0,39
381,954.303,493.7235,214.02259911,52.492963071,12.06932,0.2834451,-2.7042,0.0255,0.1480887,2.577,0,46
382,467.9861,482.02,213.9859123,52.513960386,3.979291,0.2700263,-1.4995,0.0737,0.1480887,2.354,0,57
383,2870.5396,490.3248,214.1632158,52.407897919,9.402586,0.2785926,-2.4331,0.0322,0.1480887,1.956,0,36
384,1923.975,488.9952,214.09360437,52.449803522,4.14318,0.27058,-1.5433,0.0709,0.1480887,3.244,0,29
385,1826.6479,497.6111,214.08707575,52.454502647,6.511475,0.2747926,-2.0342,0.0458,0.1480887,4.282,0,26
386,3180.7976,491.7635,214.18607666,52.394198453,5.781698,0.2735014,-1.9051,0.0514,0.1480887,2.974,0,52
387,4347.0215,485.3265,214.27101969,52.342134429,2.966354,0.2682006,-1.1806,0.0982,0.1480887,2.455,0,26
388,3108.9495,490.9522,214.18074913,52.397349888,5.24691,0.2725514,-1.7998,0.0564,0.1480887,2.492,0,60
389,587.4608,486.004,213.99500909,52.508852784,3.259832,0.2689919,-1.283,0.0896,0.1480887,2.429,0,45
390,3562.8645,497.1555,214.21447237,52.377484354,7.187131,0.2757282,-2.1414,0.0417,0.1480887,2.795,0,47
391,2539.5596,492.0148,214.1390469,52.422652067,3.77522,0.2699196,-1.4424,0.0776,0.1480887,1.94,0,28
392,76.5874,491.1071,213.95770604,52.531682917,2.770551,0.2675841,-1.1064,0.1049,0.1480887,3.67,0,28
393,275.7115,510.4346,213.97380023,52.523743567,80.27526,0.3831278,-4.7615,0.0052,0.1480887,1.94,0,37
394,4099.3062,504.6152,214.25429702,52.354000483,13.84859,0.2867185,-2.8535,0.0225,0.1480887,3.238,0,46
395,3758.5999,495.182,214.22866698,52.368706935,2.9551,0.2684418,-1.1764,0.0987,0.1480887,2.409,0,39
396,3679.928,494.8776,214.2228826,52.372185893,4.291881,0.2695478,-1.5816,0.0682,0.1480887,2.364,0,67
397,3011.5898,489.8572,214.17352906,52.401620116,2.909492,0.2686208,-1.1595,0.1003,0.1480887,2.333,0,39
398,1027.3855,492.803,214.02791449,52.489686367,2.609625,0.2675547,-1.0414,0.1113,0.1480887,2.117,0,27
399,5.2974,665.9431,213.9651598,52.542693007,582.4241,0.7956559,-6.9131,0.0015,0.1480887,5.015,24,71
400,391.5143,506.7029,213.98206869,52.518452712,8.868217,0.2776606,-2.3696,0.034,0.1480887,2.641,0,39
401,4575.4404,507.3068,214.28932331,52.332969737,5.370715,0.2717406,-1.8251,0.0549,0.1480887,3.394,0,18
402,3024.4126,503.6349,214.1754714,52.401668623,3.622763,0.2691245,-1.3976,0.0807,0.1480887,1.971,0,38
403,731.8762,512.0559,214.00754616,52.503631755,6.088665,0.2725045,-1.9613,0.0486,0.1480887,2.443,0,40
404,56.3298,508.0896,213.95744613,52.533342083,4.461097,0.2698521,-1.6236,0.0657,0.1480887,2.443,0,44
405,4634.5903,505.7909,214.29353772,52.330273605,3.335568,0.2686064,-1.3079,0.0875,0.1480887,2.594,0,25
406,1294.2291,518.5762,214.04943402,52.479027926,20.29468,0.2981305,-3.2685,0.016,0.1480887,1.854,0,46
407,4386.999,507.737,214.27557359,52.341361281,2.761494,0.2680918,-1.1029,0.1054,0.1480887,2.217,0,29
408,335.5443,523.0413,213.97912946,52.521662995,16.52204,0.2919281,-3.0452,0.0192,0.1480887,1.937,0,49
409,833.1331,518.088,214.01544515,52.499420857,6.077624,0.2727422,-1.9593,0.0487,0.1480887,1.701,0,34
410,3907.2981,516.2737,214.24108945,52.363049019,4.020325,0.2693194,-1.5107,0.0728,0.1480887,2.143,0,40
411,4469.499,523.4196,214.28274801,52.338397729,5.742662,0.2726611,-1.8978,0.0516,0.1480887,2.445,0,54
412,2096.6145,520.7138,214.1085991,52.443575279,3.682149,0.2692315,-1.4153,0.0794,0.1480887,2.585,0,33
413,503.9359,536.326,213.99251122,52.514809212,12.375,0.2837204,-2.7314,0.0249,0.1480887,4.031,0,44
414,2560.5974,524.544,214.14295678,52.423177444,4.175021,0.2706371,-1.5516,0.0704,0.1480887,2.787,0,19
415,197.4005,516.8314,213.96848923,52.52749518,2.456005,0.2672761,-0.9756,0.1182,0.1480887,1.719,0,49
416,4674.9272,527.4644,214.29806269,52.329450641,7.027388,0.2744261,-2.117,0.0424,0.1480887,2.194,0,23
417,1134.0317,539.3051,214.03914857,52.487052262,9.212307,0.2780088,-2.4109,0.0328,0.1480887,2.693,0,25
418,3461.3574,546.2216,214.21060251,52.384187269,7.805453,0.2768138,-2.231,0.0385,0.1480887,3.594,0,55
419,2562.8635,541.2324,214.14433671,52.423825047,4.3117,0.2706227,-1.5866,0.0682,0.1480887,3.811,0,45
420,2486.9561,533.2383,214.13818223,52.426832594,3.533547,0.2692244,-1.3705,0.0827,0.1480887,2.297,0,42
421,1449.9763,548.3586,214.06306123,52.473466623,5.267745,0.2725884,-1.8041,0.0562,0.1480887,4.475,0,56
422,2022.3251,538.2548,214.10441517,52.447654547,6.581361,0.273893,-2.0458,0.0452,0.1480887,1.936,0,43
423,2390.3347,541.8337,214.13171211,52.431501968,4.715854,0.2713462,-1.6839,0.0625,0.1480887,2.27,0,33
424,2726.8054,541.5261,214.15639181,52.416567741,5.255822,0.2723096,-1.8016,0.0563,0.1480887,2.661,0,49
425,1100.8523,547.7302,214.03731828,52.488899604,3.509465,0.2689202,-1.3631,0.0832,0.1480887,3.147,0,64
426,708.6896,543.5333,214.00812647,52.506071637,2.938298,0.267101,-1.1702,0.0987,0.1480887,3.842,0,52
427,2866.0037,540.4873,214.16653064,52.410347095,2.532118,0.2676765,-1.0087,0.1148,0.1480887,1.912,0,34
428,1660.8894,555.907,214.07912565,52.464462164,13.50852,0.2856517,-2.8265,0.023,0.1480887,3.039,0,22
429,1668.7372,565.2721,214.08038388,52.464534651,11.99571,0.2830713,-2.6976,0.0256,0.1480887,4.639,0,55
430,1878.1908,594.8624,214.09793722,52.45658122,12.2761,0.2850324,-2.7227,0.0252,0.1480887,6.296,0,39
431,4928.7471,553.3774,214.31849742,52.319328555,6.552423,0.2748649,-2.041,0.0456,0.1480887,2.025,0,42
432,3491.8306,573.968,214.21485341,52.384077278,22.45044,0.3016173,-3.3781,0.0146,0.1480887,3.08,0,35
433,2540.3225,563.2698,214.14428442,52.425812466,3.246589,0.2676603,-1.2786,0.0895,0.1480887,5.274,0,54
434,1539.3586,555.9186,214.07018707,52.469846604,3.285185,0.2682539,-1.2914,0.0887,0.1480887,2.377,0,53
435,4745.8672,570.4644,214.30637538,52.328221327,10.80731,0.2810276,-2.5843,0.0282,0.1480887,2.765,0,50
436,2299.5923,563.0989,214.1265938,52.436478449,4.129555,0.2695161,-1.5398,0.0709,0.1480887,2.878,0,27
437,4710.4473,568.3459,214.30363227,52.329700753,4.069503,0.2704479,-1.5239,0.0722,0.1480887,3.397,0,46
438,4589.4067,566.0283,214.29461483,52.334976073,3.741095,0.2695981,-1.4325,0.0783,0.1480887,3.036,0,40
439,4617.147,572.2042,214.29709218,52.334019619,5.118797,0.2723233,-1.7729,0.0578,0.1480887,3.0,0,53
