,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS!2,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
391,220.390209,39.718959,220.390209,39.718959000000005,1,+,6,J144133.65+394308.2,,2003.2317,3,24.877,0.6559999999999999,22.548000000000002,0.096,21.024,0.04,20.11,0.027999999999999997,19.573,0.054000000000000006,,,,
394,220.388153,39.702981,220.388153,39.702981,1,+,6,J144133.15+394210.7,,2003.2317,3,23.035999999999998,0.33399999999999996,21.820999999999998,0.055999999999999994,21.233,0.05,20.881999999999998,0.053,20.41,0.113,,,,
398,220.38946,39.724487,220.38946,39.724486999999996,1,+,6,J144133.47+394328.1,,2003.2317,3,23.498,0.469,23.64,0.245,22.704,0.172,22.839000000000002,0.276,21.936999999999998,0.37,,,,
399,220.393227,39.70793,220.393227,39.70793,1,+,6,J144134.37+394228.5,,2003.2317,3,25.474,0.588,23.796999999999997,0.297,22.215999999999998,0.125,21.695,0.11599999999999999,21.191999999999997,0.24,,,,
400,220.382235,39.733501,220.382235,39.733501000000004,1,,6,J144131.73+394400.6,,2003.2317,3,23.69,0.556,23.836,0.299,23.375999999999998,0.31,22.258000000000003,0.182,21.89,0.38,,,,
401,220.392228,39.731352,220.392228,39.731352,1,,6,J144134.13+394352.8,,2003.2317,3,24.315,0.6709999999999999,25.116999999999997,0.473,25.52,0.45,24.925,0.486,19.346,0.047,,,,
402,220.412648,39.746422,220.412648,39.746421999999995,1,+,6,J144139.03+394447.1,*,2003.2317,3,20.03,0.035,17.459,0.005,16.166,0.004,15.575,0.004,15.265,0.005,,,,
403,220.419726,39.738456,220.41972599999997,39.738456,1,+,6,J144140.73+394418.4,*,2003.2317,3,22.923000000000002,0.29600000000000004,20.587,0.022000000000000002,19.244,0.012,18.28,0.009000000000000001,17.805,0.016,,,,
404,220.403383,39.749874,220.40338300000002,39.749874,1,,6,J144136.81+394459.5,,2003.2317,3,22.558000000000003,0.218,25.285999999999998,0.452,25.726999999999997,0.38799999999999996,24.506,0.539,22.64,0.455,,,,
407,220.393006,39.736043,220.393006,39.736043,1,+,6,J144134.32+394409.7,,2003.2317,3,24.081,0.606,23.386999999999997,0.192,22.225,0.109,21.879,0.11699999999999999,21.578000000000003,0.273,,,,
408,220.399944,39.745515,220.399944,39.745515000000005,1,+,6,J144135.98+394443.8,*,2003.2317,3,23.255,0.38799999999999996,21.741,0.052000000000000005,20.866999999999997,0.037000000000000005,20.514,0.039,20.333,0.10400000000000001,,,,
410,220.401294,39.741569,220.401294,39.741569,1,+,6,J144136.31+394429.6,,2003.2317,3,23.624000000000002,0.501,21.253,0.036000000000000004,20.477,0.027000000000000003,20.13,0.028999999999999998,19.98,0.078,,,,
417,220.410289,39.720779,220.410289,39.720779,1,+,6,J144138.46+394314.8,,2003.2317,3,24.517,0.718,22.551,0.10099999999999999,21.014,0.042,19.532,0.019,18.678,0.028999999999999998,,,,
418,220.412923,39.759827,220.412923,39.759827,1,+,6,J144139.10+394535.3,,2003.2317,3,25.535,0.479,23.809,0.263,22.343000000000004,0.11900000000000001,21.369,0.076,20.793000000000003,0.147,,,,
423,220.41359,39.732832,220.41359,39.732832,1,+,6,J144139.26+394358.1,,2003.2317,3,25.114,0.606,23.795,0.26,22.65,0.155,21.801,0.109,21.0,0.175,,,,
427,220.398522,39.73754,220.398522,39.73754,1,,6,J144135.64+394415.1,,2003.2317,3,23.713,0.5429999999999999,23.52,0.22699999999999998,24.039,0.473,22.389,0.195,21.775,0.344,,,,
428,220.398085,39.729255,220.398085,39.729255,1,,6,J144135.54+394345.3,,2003.2317,3,25.006,0.631,25.521,0.423,24.279,0.489,24.404,0.541,21.19,0.204,,,,
429,220.414682,39.75293,220.41468199999997,39.75293,1,,6,J144139.52+394510.5,,2003.2317,3,25.609,0.45299999999999996,24.575,0.41100000000000003,25.189,0.509,24.279,0.5429999999999999,21.114,0.193,,,,
431,220.356685,39.752724,220.356685,39.752724,1,+,6,J144125.60+394509.8,,2003.2317,3,25.124000000000002,0.664,23.307,0.20600000000000002,22.596,0.166,21.775,0.122,21.682,0.345,,,,
432,220.354942,39.752962,220.354942,39.752962,1,,6,J144125.18+394510.6,,2003.2317,3,24.807,0.758,23.355,0.21600000000000003,24.154,0.536,22.823,0.302,22.924,0.5429999999999999,,,,
433,220.357635,39.748155,220.35763500000002,39.748155,1,+,6,J144125.83+394453.3,*,2003.2317,3,19.457,0.025,19.265,0.01,19.032,0.011000000000000001,19.079,0.013999999999999999,19.099,0.039,1.15717,,,
438,220.353965,39.729697,220.353965,39.729696999999994,1,+,6,J144124.95+394346.9,*,2003.2317,3,24.642,0.6709999999999999,22.439,0.09,21.109,0.043,20.173,0.03,19.612000000000002,0.057,,,,
442,220.363146,39.756113,220.363146,39.756113,1,+,6,J144127.15+394522.0,,2003.2317,3,24.855,0.6920000000000001,23.73,0.273,22.497,0.146,22.215999999999998,0.171,21.7,0.33299999999999996,,,,
443,220.355537,39.743923,220.355537,39.743922999999995,1,,6,J144125.32+394438.1,,2003.2317,3,25.5,0.479,25.798000000000002,0.381,25.154,0.504,24.68,0.519,21.398000000000003,0.243,,,,
444,220.358176,39.743011,220.358176,39.743010999999996,1,,6,J144125.96+394434.8,,2003.2317,3,23.822,0.524,25.573,0.423,25.713,0.382,24.451,0.54,21.07,0.187,,,,
445,220.374663,39.741361,220.374663,39.741361,1,+,6,J144129.91+394428.8,*,2003.2317,3,17.83,0.011000000000000001,16.737000000000002,0.004,16.369,0.004,16.249000000000002,0.005,16.232,0.006999999999999999,,,,
447,220.366716,39.721789,220.36671600000003,39.721789,1,+,6,J144128.01+394318.4,,2003.2317,3,24.133000000000003,0.647,23.798000000000002,0.27699999999999997,22.662,0.16399999999999998,22.686999999999998,0.243,22.97,0.48,,,,
449,220.359701,39.722839,220.35970099999997,39.722839,1,+,6,J144126.32+394322.2,,2003.2317,3,24.386,0.718,24.518,0.43,22.372,0.126,21.596999999999998,0.095,21.026,0.184,,,,
450,220.371444,39.738842,220.371444,39.738842,1,+,6,J144129.14+394419.8,*,2003.2317,3,24.204,0.635,23.213,0.16699999999999998,21.476999999999997,0.057999999999999996,20.809,0.048,20.531,0.11800000000000001,,,,
452,220.382138,39.744453,220.382138,39.744453,1,+,6,J144131.71+394440.0,,2003.2317,3,23.555999999999997,0.462,23.412,0.19699999999999998,22.039,0.09300000000000001,20.585,0.040999999999999995,19.924,0.073,,,,
455,220.372898,39.733683,220.372898,39.733683,1,,6,J144129.49+394401.2,,2003.2317,3,25.164,0.59,24.041999999999998,0.309,23.496,0.303,22.482,0.19399999999999998,22.349,0.42,,,,
456,220.37914,39.77694,220.37913999999998,39.77694,1,+,6,J144130.99+394636.9,*,2003.2317,3,22.158,0.159,21.198,0.035,20.895,0.037000000000000005,20.776999999999997,0.048,21.058000000000003,0.192,,,,
461,220.384271,39.783029,220.38427099999998,39.783029,1,+,6,J144132.22+394658.9,*,2003.2317,3,23.488000000000003,0.42100000000000004,22.403000000000002,0.086,21.003,0.039,19.96,0.025,19.546,0.054000000000000006,,,,
466,220.389134,39.781683,220.38913399999998,39.781683,1,+,6,J144133.39+394654.0,,2003.2317,3,24.340999999999998,0.6409999999999999,23.08,0.15,21.967,0.086,21.421999999999997,0.08,21.191,0.207,,,,
469,220.373759,39.76208,220.37375899999998,39.76208,1,+,6,J144129.70+394543.4,,2003.2317,3,24.44,0.652,24.125999999999998,0.32899999999999996,22.903000000000002,0.18899999999999997,23.627,0.445,22.135,0.395,,,,
470,220.379669,39.768828,220.379669,39.768828000000006,1,,6,J144131.12+394607.7,,2003.2317,3,24.46,0.659,24.342,0.374,24.041999999999998,0.433,22.338,0.174,21.526,0.268,,,,
471,220.396618,39.758923,220.39661800000002,39.758922999999996,1,,6,J144135.18+394532.1,,2003.2317,3,22.6,0.231,25.604,0.425,24.956,0.5489999999999999,24.305999999999997,0.563,23.322,0.428,,,,
472,220.395356,39.753079,220.395356,39.753079,1,+,6,J144134.88+394511.0,,2003.2317,3,22.134,0.155,20.733,0.025,20.16,0.021,19.930999999999997,0.025,19.702,0.06,,,,
484,220.433011,39.751966,220.433011,39.751965999999996,1,+,6,J144143.92+394507.0,*,2003.2317,3,20.2,0.039,19.070999999999998,0.009000000000000001,18.617,0.009000000000000001,18.429000000000002,0.01,18.349,0.022000000000000002,,,,
485,220.428513,39.764397,220.42851299999998,39.764396999999995,1,,6,J144142.84+394551.8,,2003.2317,3,22.561,0.22,25.234,0.45399999999999996,24.48,0.526,23.666999999999998,0.45299999999999996,22.666999999999998,0.462,,,,
488,220.422784,39.770863,220.42278399999998,39.770863,1,,6,J144141.46+394615.1,,2003.2317,3,24.138,0.636,23.447,0.204,25.51,0.451,23.781,0.491,22.85,0.475,,,,
490,220.420272,39.758894,220.420272,39.758894,1,+,6,J144140.86+394532.0,,2003.2317,3,23.105999999999998,0.341,23.149,0.16,22.95,0.204,22.636999999999997,0.226,21.739,0.316,,,,
499,220.4248,39.747783,220.4248,39.747783,1,+,6,J144141.95+394452.0,,2003.2317,3,24.268,0.657,22.49,0.092,21.273000000000003,0.05,19.965,0.025,19.362000000000002,0.046,,,,
506,220.437773,39.761214,220.437773,39.761214,1,+,6,J144145.06+394540.3,,2003.2317,3,25.483,0.499,24.334,0.366,23.011,0.21100000000000002,22.945,0.281,21.601999999999997,0.28,,,,
507,220.431563,39.743962,220.43156299999998,39.743961999999996,1,,6,J144143.57+394438.2,,2003.2317,3,25.053,0.669,25.206999999999997,0.483,24.798000000000002,0.585,22.447,0.20199999999999999,22.607,0.49,,,,
508,220.444157,39.773117,220.444157,39.773117,1,,6,J144146.59+394623.2,,2003.2317,3,23.912,0.5870000000000001,25.566,0.43799999999999994,24.793000000000003,0.574,24.146,0.563,20.982,0.183,,,,
510,220.451729,39.806777,220.451729,39.806777000000004,1,+,6,J144148.41+394824.3,*,2003.2317,3,18.884,0.018000000000000002,17.401,0.005,16.832,0.005,16.628,0.005,16.551,0.008,,,,
511,220.434424,39.79389,220.43442400000004,39.793890000000005,1,+,6,J144144.26+394738.0,,2003.2317,3,23.618000000000002,0.48700000000000004,22.432,0.08900000000000001,21.752,0.075,21.173000000000002,0.066,21.055999999999997,0.19,,,,
514,220.437213,39.792308,220.43721299999999,39.792308,1,+,6,J144144.93+394732.3,,2003.2317,3,24.076,0.614,21.194000000000003,0.034,19.942999999999998,0.019,19.383,0.017,19.067,0.037000000000000005,,,,
516,220.43772,39.785663,220.43772,39.785663,1,+,6,J144145.05+394708.3,,2003.2317,3,24.934,0.66,23.014,0.14300000000000002,21.971,0.08900000000000001,20.295,0.033,19.533,0.054000000000000006,,,,
517,220.444895,39.778852,220.44489500000003,39.778852,1,,6,J144146.77+394643.8,,2003.2317,3,24.171999999999997,0.636,23.52,0.212,23.804000000000002,0.384,23.302,0.36700000000000005,23.151999999999997,0.446,,,,
521,220.45351,39.780519,220.45351000000002,39.780519,1,+,6,J144148.84+394649.8,,2003.2317,3,23.037,0.315,23.331,0.18100000000000002,22.991999999999997,0.209,22.524,0.201,22.049,0.374,,,,
523,220.46141,39.787893,220.46141,39.787893,1,+,6,J144150.73+394716.4,,2003.2317,3,24.209,0.634,22.326999999999998,0.08,20.779,0.034,19.608,0.02,18.91,0.033,,,,
524,220.466165,39.782605,220.466165,39.782605,1,+,6,J144151.87+394657.3,,2003.2317,3,25.015,0.649,23.503,0.212,22.08,0.099,21.34,0.076,21.549,0.27899999999999997,,,,
525,220.450434,39.811445,220.45043399999997,39.811445,1,+,6,J144148.10+394841.2,,2003.2317,3,24.730999999999998,0.6809999999999999,24.354,0.377,22.154,0.105,21.651,0.098,21.045,0.188,,,,
527,220.455843,39.790538,220.45584300000002,39.790538,1,+,6,J144149.40+394725.9,,2003.2317,3,24.906999999999996,0.652,25.647,0.402,23.009,0.212,24.72,0.513,22.143,0.39,,,,
529,220.44869,39.805288,220.44869,39.805288,1,,6,J144147.68+394819.0,,2003.2317,3,25.288,0.585,24.88,0.47200000000000003,23.703000000000003,0.377,22.249000000000002,0.16699999999999998,22.153000000000002,0.414,,,,
531,220.453341,39.772697,220.45334100000002,39.772696999999994,1,,6,J144148.80+394621.7,,2003.2317,3,24.043000000000003,0.637,24.409000000000002,0.40399999999999997,23.357,0.29600000000000004,22.362,0.188,23.183000000000003,0.47200000000000003,,,,
534,220.395298,39.800286,220.395298,39.800286,1,,6,J144134.87+394801.0,*,2003.2317,3,16.8,0.008,15.489,0.005,14.728,0.003,14.620999999999999,0.005,14.386,0.006,,,,
536,220.399693,39.799635,220.399693,39.799634999999995,1,,6,J144135.92+394758.6,,2003.2317,3,24.736,0.688,24.776,0.47100000000000003,23.912,0.43200000000000005,22.613000000000003,0.233,22.573,0.493,,,,
537,220.40393,39.805581,220.40392999999997,39.805581,1,,6,J144136.94+394820.0,,2003.2317,3,23.7,0.519,23.148000000000003,0.165,23.945,0.43,23.006999999999998,0.316,21.831,0.354,,,,
541,220.407123,39.803856,220.40712299999998,39.803856,1,+,6,J144137.70+394813.8,*,2003.2317,3,19.864,0.031,18.054000000000002,0.006,17.288,0.005,17.002,0.006,16.852,0.009000000000000001,,,,
543,220.397058,39.786883,220.39705800000002,39.786883,1,+,6,J144135.29+394712.7,*,2003.2317,3,24.619,0.7290000000000001,23.46,0.222,22.024,0.099,20.968000000000004,0.06,20.352,0.113,,,,
549,220.408223,39.799738,220.408223,39.799738,1,+,6,J144137.97+394759.0,*,2003.2317,3,25.115,0.597,22.999000000000002,0.139,21.951999999999998,0.087,20.522,0.038,19.855,0.069,,,,
558,220.405989,39.772348,220.405989,39.772348,1,,6,J144137.43+394620.4,,2003.2317,3,25.079,0.621,23.678,0.24100000000000002,25.596,0.419,23.343000000000004,0.376,22.656999999999996,0.45799999999999996,,,,
559,220.418416,39.792101,220.418416,39.792101,1,+,6,J144140.41+394731.5,,2003.2317,3,25.205,0.578,22.86,0.124,22.404,0.127,22.224,0.158,22.203000000000003,0.405,,,,
560,220.41407,39.774701,220.41407,39.774701,1,+,6,J144139.37+394628.9,,2003.2317,3,24.43,0.657,21.930999999999997,0.059000000000000004,20.605999999999998,0.028999999999999998,19.617,0.02,19.015,0.035,,,,
563,220.425101,39.785115,220.42510099999998,39.785115000000005,1,+,6,J144142.02+394706.4,,2003.2317,3,24.418000000000003,0.69,22.909000000000002,0.132,21.625999999999998,0.067,20.546999999999997,0.04,19.953,0.076,,,,
564,220.392257,39.782701,220.39225699999997,39.782701,1,,6,J144134.14+394657.7,*,2003.2317,3,23.895,0.557,24.996,0.462,22.659000000000002,0.157,24.23,0.541,23.146,0.441,,,,
570,220.441756,39.824068,220.441756,39.824068,1,+,6,J144146.02+394926.6,,2003.2317,3,23.625999999999998,0.5529999999999999,22.729,0.132,21.878,0.094,22.211,0.19399999999999998,21.115,0.225,,,,
571,220.434823,39.825412,220.434823,39.825412,1,+,6,J144144.35+394931.4,,2003.2317,3,25.588,0.495,24.789,0.47100000000000003,22.971,0.221,23.276,0.38799999999999996,22.296,0.45299999999999996,,,,
572,220.43263,39.827331,220.43263,39.827331,1,+,6,J144143.83+394938.3,,2003.2317,3,24.448,0.669,24.761,0.43700000000000006,23.095,0.23,23.094,0.317,23.069000000000003,0.456,,,,
573,220.417477,39.821539,220.417477,39.821539,1,+,6,J144140.19+394917.5,*,2003.2317,3,24.81,0.745,23.226999999999997,0.188,22.682,0.182,22.76,0.282,21.67,0.341,,,,
584,220.427013,39.829671,220.427013,39.829671000000005,1,+,6,J144142.48+394946.8,*,2003.2317,3,23.535999999999998,0.484,23.835,0.284,22.83,0.195,23.153000000000002,0.358,21.430999999999997,0.268,,,,
587,220.438901,39.818743,220.438901,39.818743,1,+,6,J144145.33+394907.4,,2003.2317,3,25.165,0.602,25.008000000000003,0.45799999999999996,23.05,0.222,22.41,0.18600000000000003,21.994,0.36700000000000005,,,,
592,220.548194,39.749338,220.548194,39.749338,1,+,6,J144211.56+394457.6,*,2003.2317,3,21.104,0.073,20.054000000000002,0.016,19.64,0.015,19.458,0.018000000000000002,19.412,0.048,,,,
593,220.55053,39.748509,220.55052999999998,39.748509000000006,1,,6,J144212.12+394454.6,,2003.2317,3,22.855999999999998,0.31,24.363000000000003,0.40700000000000003,23.1,0.253,21.985,0.141,22.783,0.527,,,,
594,220.529942,39.751403,220.529942,39.751403,1,+,6,J144207.18+394505.0,,2003.2317,3,21.927,0.145,22.563000000000002,0.10400000000000001,21.99,0.09699999999999999,21.725,0.11199999999999999,21.769000000000002,0.348,,,,
598,220.523258,39.747534,220.523258,39.747534,1,+,6,J144205.58+394451.1,,2003.2317,3,24.494,0.725,22.528000000000002,0.098,21.345,0.055,20.712,0.046,20.175,0.094,,,,
605,220.548086,39.752393,220.54808599999998,39.752393,1,+,6,J144211.54+394508.6,,2003.2317,3,22.71,0.259,22.958000000000002,0.13699999999999998,22.285,0.11900000000000001,22.45,0.193,21.771,0.327,,,,
606,220.5528,39.747914,220.5528,39.747914,1,+,6,J144212.67+394452.4,,2003.2317,3,22.896,0.292,21.333000000000002,0.037000000000000005,21.109,0.044000000000000004,20.923000000000002,0.053,20.663,0.135,,,,
613,220.525971,39.741143,220.525971,39.741143,1,,6,J144206.23+394428.1,,2003.2317,3,24.564,0.725,24.436,0.401,23.564,0.342,22.235,0.166,21.538,0.28300000000000003,,,,
614,220.576135,39.772514,220.57613500000002,39.772514,1,+,6,J144218.27+394621.0,*,2003.2317,3,22.839000000000002,0.27899999999999997,20.581999999999997,0.022000000000000002,19.679000000000002,0.016,19.336,0.016,19.136,0.039,,,,
615,220.575159,39.771482,220.57515899999999,39.771482,1,+,6,J144218.03+394617.3,,2003.2317,3,22.988000000000003,0.33,21.994,0.063,21.418000000000003,0.057999999999999996,21.328000000000003,0.076,21.906,0.361,,,,
616,220.570503,39.774364,220.57050299999997,39.774364,1,,6,J144216.92+394627.7,,2003.2317,3,22.511,0.218,25.344,0.444,25.487,0.45799999999999996,23.625999999999998,0.43799999999999994,22.906999999999996,0.466,,,,
620,220.565387,39.777162,220.56538700000002,39.777162,1,,6,J144215.69+394637.7,,2003.2317,3,24.124000000000002,0.816,24.738000000000003,0.574,23.837,0.526,21.435,0.105,22.326999999999998,0.58,,,,
625,220.570536,39.768592,220.57053599999998,39.768592,1,+,6,J144216.92+394606.9,,2003.2317,3,24.375999999999998,0.6990000000000001,22.614,0.10099999999999999,21.673000000000002,0.069,21.313000000000002,0.07200000000000001,21.346999999999998,0.233,,,,
628,220.574325,39.759191,220.574325,39.759190999999994,1,,6,J144217.83+394533.0,,2003.2317,3,23.717,0.537,23.261999999999997,0.17600000000000002,23.031999999999996,0.225,23.429000000000002,0.41,22.784000000000002,0.493,,,,
635,220.592161,39.773519,220.59216099999998,39.773519,1,+,6,J144222.11+394624.6,*,2003.2317,3,24.226999999999997,0.667,21.826999999999998,0.053,20.534000000000002,0.027999999999999997,19.04,0.013999999999999999,18.213,0.02,,,,
641,220.608768,39.78833,220.60876800000003,39.78833,1,+,6,J144226.10+394717.9,*,2003.2317,3,24.19,0.6809999999999999,23.901,0.275,22.335,0.12,21.065,0.057999999999999996,20.226,0.094,,,,
643,220.611394,39.789982,220.611394,39.789982,1,,6,J144226.73+394723.9,,2003.2317,3,25.124000000000002,0.6509999999999999,24.898000000000003,0.442,25.153000000000002,0.521,24.194000000000003,0.527,21.199,0.21100000000000002,,,,
645,220.58253,39.768368,220.58253,39.768368,1,+,6,J144219.80+394606.1,*,2003.2317,3,20.393,0.045,17.81,0.006,16.658,0.004,16.211,0.005,15.95,0.006,,,,
647,220.574353,39.799007,220.57435299999997,39.799007,1,+,6,J144217.84+394756.4,,2003.2317,3,22.721,0.256,22.766,0.113,22.566,0.149,22.456,0.187,22.092,0.382,,,,
650,220.580238,39.794994,220.58023799999998,39.794994,1,+,6,J144219.25+394741.9,,2003.2317,3,25.151,0.6559999999999999,22.878,0.13,22.846,0.19899999999999998,22.767,0.26,21.976999999999997,0.38299999999999995,,,,
654,220.588299,39.792838,220.58829900000003,39.792838,1,+,6,J144221.19+394734.2,,2003.2317,3,23.976,0.629,23.374000000000002,0.193,21.829,0.083,21.188000000000002,0.068,20.629,0.13699999999999998,,,,
655,220.58657,39.77874,220.58657000000002,39.77874,1,,6,J144220.77+394643.4,,2003.2317,3,24.526,0.706,24.112,0.319,23.91,0.41600000000000004,21.949,0.122,21.27,0.21899999999999997,,,,
658,220.595019,39.794829,220.595019,39.794829,1,+,6,J144222.80+394741.3,,2003.2317,3,23.319000000000003,0.401,24.394000000000002,0.37,22.916999999999998,0.19899999999999998,23.638,0.44,22.204,0.402,,,,
660,220.599865,39.793187,220.599865,39.793186999999996,1,+,6,J144223.96+394735.4,,2003.2317,3,25.394000000000002,0.5479999999999999,25.915,0.34,22.959,0.20600000000000002,24.092,0.521,23.392,0.40399999999999997,,,,
669,220.606742,39.833006,220.606742,39.833006,1,+,6,J144225.61+394958.8,,2003.226,3,24.066999999999997,0.76,23.401999999999997,0.235,21.873,0.09699999999999999,21.675,0.129,21.581,0.34700000000000003,,,,
671,220.605248,39.812955,220.605248,39.812955,1,+,6,J144225.25+394846.6,*,2003.226,3,24.136,0.9940000000000001,22.397,0.13,20.897,0.052000000000000005,19.691,0.03,19.055,0.055,,,,
672,220.613157,39.817812,220.61315699999997,39.817811999999996,1,+,6,J144227.15+394904.1,,2003.226,3,23.473000000000003,0.575,23.105999999999998,0.192,21.429000000000002,0.066,19.14,0.017,17.887,0.019,-2.9999999999999997e-05,,,
